record_id,text,subject,body,authorship,intent,class_label,generator,generator_family,model_name,source,scenario,difficulty,pair_id,cue_plan_id,prompt_id,batch_id,run_id,generation_date,generation_method,prompt_version,link_presence,urgency_level,authority_tone,attachment_reference,length_band,text_sha256,post_edit_applied,post_editor,post_edit_date,post_edit_reason,original_text_sha256
claude_meeting_easy_01_GL,"Subject: Notice: an upcoming meeting Dear colleague, We are writing to let you know about a meeting that has been placed on your calendar. Should you need clarification, the scheduling office is available during normal working hours. If anything looks unfamiliar or you have questions, feel free to reach out to the scheduling office. We appreciate your attention to this update. We try to word these updates plainly so nothing gets lost in translation. As always, our door is open if you would like more context. Let us know if you would prefer to receive fewer or more frequent notes like this. We appreciate everyone who takes the time to stay informed through these channels. Kind regards, The scheduling office",Notice: an upcoming meeting,"Dear colleague, We are writing to let you know about a meeting that has been placed on your calendar. Should you need clarification, the scheduling office is available during normal working hours. If anything looks unfamiliar or you have questions, feel free to reach out to the scheduling office. We appreciate your attention to this update. We try to word these updates plainly so nothing gets lost in translation. As always, our door is open if you would like more context. Let us know if you would prefer to receive fewer or more frequent notes like this. We appreciate everyone who takes the time to stay informed through these channels. Kind regards, The scheduling office",ai,legitimate,GL,claude,Anthropic Claude,claude-sonnet-5,direct_manual_llm_generation,meeting,easy,1.0,1.0,,claude__meeting__easy,claude_manual_2026_07_22_run01,2026-07-22,manual_chat_interface,ISPD-LLM-DATA-v1.0,no,none,no,no,medium,b2092df0e12fb81a5b4f589fdc34c33b0b9185ee7811615208a9c6324b7bb761,no,,,,
claude_meeting_easy_01_GP,"Subject: Regarding an upcoming meeting - your input needed Hello and thank you for your patience, The scheduling office has flagged a meeting that has been placed on your calendar for your attention. To keep things moving smoothly, we would appreciate your confirmation on this. We understand this may be an extra step, but it helps avoid delays later on. We appreciate your prompt attention to this matter. Once we hear back from you, we can mark this item as resolved. If timing is inconvenient, just let the scheduling office know and we can work something out. We handle a number of similar requests each week and try to process them fairly. Yours faithfully, The scheduling office",Regarding an upcoming meeting - your input needed,"Hello and thank you for your patience, The scheduling office has flagged a meeting that has been placed on your calendar for your attention. To keep things moving smoothly, we would appreciate your confirmation on this. We understand this may be an extra step, but it helps avoid delays later on. We appreciate your prompt attention to this matter. Once we hear back from you, we can mark this item as resolved. If timing is inconvenient, just let the scheduling office know and we can work something out. We handle a number of similar requests each week and try to process them fairly. Yours faithfully, The scheduling office",ai,phishing,GP,claude,Anthropic Claude,claude-sonnet-5,direct_manual_llm_generation,meeting,easy,1.0,1.0,,claude__meeting__easy,claude_manual_2026_07_22_run01,2026-07-22,manual_chat_interface,ISPD-LLM-DATA-v1.0,no,none,no,no,medium,27f40d75aab0dbeb646fd64d72e8beabd10bb3bedbeeafa4357ccefbc103503a,no,,,,
claude_meeting_easy_02_GL,"Subject: Regarding an upcoming meeting Greetings, The scheduling office would like to update you on a meeting that has been placed on your calendar. We try to keep these updates brief while still covering what matters most. This is part of our standard process and applies to all members in a similar situation. At your earliest convenience, kindly review the details below. Further information is available at [SAFE_PORTAL_URL]. We appreciate your attention to this update. As always, our door is open if you would like more context. We keep a record of these updates in case you would like to look back later. This kind of update happens periodically as part of normal operations. Yours sincerely, The scheduling office",Regarding an upcoming meeting,"Greetings, The scheduling office would like to update you on a meeting that has been placed on your calendar. We try to keep these updates brief while still covering what matters most. This is part of our standard process and applies to all members in a similar situation. At your earliest convenience, kindly review the details below. Further information is available at [SAFE_PORTAL_URL]. We appreciate your attention to this update. As always, our door is open if you would like more context. We keep a record of these updates in case you would like to look back later. This kind of update happens periodically as part of normal operations. Yours sincerely, The scheduling office",ai,legitimate,GL,claude,Anthropic Claude,claude-sonnet-5,direct_manual_llm_generation,meeting,easy,2.0,2.0,,claude__meeting__easy,claude_manual_2026_07_22_run01,2026-07-22,manual_chat_interface,ISPD-LLM-DATA-v1.0,yes,low,no,no,medium,1476289bf1a8175b57ecc64cdf33233a16d75178ecb6350ee175c5200d8ed9e6,no,,,,
claude_meeting_easy_02_GP,"Subject: Follow-up on an upcoming meeting Dear valued member, We noticed an item related to a meeting that has been placed on your calendar that needs confirmation. This is a standard check we run periodically, and your file came up in the queue. We understand this may be an extra step, but it helps avoid delays later on. There is no immediate deadline, but we would appreciate your attention soon. Please complete this step through [SAFE_PORTAL_URL]. Thanks in advance for confirming. Please let us know if anything here seems unclear. We appreciate your patience while we sort through this queue of items. We try to reach out early so that nothing falls through the cracks. Regards, The scheduling office",Follow-up on an upcoming meeting,"Dear valued member, We noticed an item related to a meeting that has been placed on your calendar that needs confirmation. This is a standard check we run periodically, and your file came up in the queue. We understand this may be an extra step, but it helps avoid delays later on. There is no immediate deadline, but we would appreciate your attention soon. Please complete this step through [SAFE_PORTAL_URL]. Thanks in advance for confirming. Please let us know if anything here seems unclear. We appreciate your patience while we sort through this queue of items. We try to reach out early so that nothing falls through the cracks. Regards, The scheduling office",ai,phishing,GP,claude,Anthropic Claude,claude-sonnet-5,direct_manual_llm_generation,meeting,easy,2.0,2.0,,claude__meeting__easy,claude_manual_2026_07_22_run01,2026-07-22,manual_chat_interface,ISPD-LLM-DATA-v1.0,yes,low,no,no,medium,6c1d1466640506c2c4af51819f7e28eedb559d02b2b8d4f4644bdcc12fc4f3a6,no,,,,
claude_meeting_easy_03_GL,"Subject: Information about an upcoming meeting To whom it may concern, We are writing to let you know about a meeting that has been placed on your calendar. No action is needed beyond keeping this for your own records unless you have questions. If anything looks unfamiliar or you have questions, feel free to reach out to the scheduling office. Please try to address this before the end of the week. Thank you for taking a moment to read this. Sincerely, The scheduling office",Information about an upcoming meeting,"To whom it may concern, We are writing to let you know about a meeting that has been placed on your calendar. No action is needed beyond keeping this for your own records unless you have questions. If anything looks unfamiliar or you have questions, feel free to reach out to the scheduling office. Please try to address this before the end of the week. Thank you for taking a moment to read this. Sincerely, The scheduling office",ai,legitimate,GL,claude,Anthropic Claude,claude-sonnet-5,direct_manual_llm_generation,meeting,easy,3.0,3.0,,claude__meeting__easy,claude_manual_2026_07_22_run01,2026-07-22,manual_chat_interface,ISPD-LLM-DATA-v1.0,no,medium,no,no,short,db627b7b8cb7044fc5d620251aa596249cf62a2157cca29bd2322ee2f3631f84,no,,,,
claude_meeting_easy_03_GP,"Subject: Please review: an upcoming meeting Hello, The scheduling office has flagged a meeting that has been placed on your calendar for your attention. A short confirmation from you would let us close this item out. We understand this may be an extra step, but it helps avoid delays later on. Please try to address this before the end of the week. We appreciate your prompt attention to this matter. We keep these messages short so they are easy to act on quickly. Thank you for your cooperation, The scheduling office",Please review: an upcoming meeting,"Hello, The scheduling office has flagged a meeting that has been placed on your calendar for your attention. A short confirmation from you would let us close this item out. We understand this may be an extra step, but it helps avoid delays later on. Please try to address this before the end of the week. We appreciate your prompt attention to this matter. We keep these messages short so they are easy to act on quickly. Thank you for your cooperation, The scheduling office",ai,phishing,GP,claude,Anthropic Claude,claude-sonnet-5,direct_manual_llm_generation,meeting,easy,3.0,3.0,,claude__meeting__easy,claude_manual_2026_07_22_run01,2026-07-22,manual_chat_interface,ISPD-LLM-DATA-v1.0,no,medium,no,no,short,d1468474898563c0adabf0ff3b00a1f8e002b4095b512d52b920e3d5fc0bdc0d,no,,,,
claude_meeting_easy_04_GL,"Subject: Update regarding an upcoming meeting Good morning, This message is to inform you of a meeting that has been placed on your calendar. This is part of our standard process and applies to all members in a similar situation. Should you need clarification, the scheduling office is available during normal working hours. Please respond as soon as possible, ideally within 24 hours. The full record can be viewed at [SAFE_PORTAL_URL]. Thanks for your continued cooperation. Best regards, The scheduling office",Update regarding an upcoming meeting,"Good morning, This message is to inform you of a meeting that has been placed on your calendar. This is part of our standard process and applies to all members in a similar situation. Should you need clarification, the scheduling office is available during normal working hours. Please respond as soon as possible, ideally within 24 hours. The full record can be viewed at [SAFE_PORTAL_URL]. Thanks for your continued cooperation. Best regards, The scheduling office",ai,legitimate,GL,claude,Anthropic Claude,claude-sonnet-5,direct_manual_llm_generation,meeting,easy,4.0,4.0,,claude__meeting__easy,claude_manual_2026_07_22_run01,2026-07-22,manual_chat_interface,ISPD-LLM-DATA-v1.0,yes,high,no,no,short,3ec5c8b4dea7fb76caa38f5ac8460772c124a9fb572163f433d3f7862b01998e,no,,,,
claude_meeting_easy_04_GP,"Subject: Action needed: an upcoming meeting Hello and thank you for your patience, The scheduling office has flagged a meeting that has been placed on your calendar for your attention. A short confirmation from you would let us close this item out. To keep things moving smoothly, we would appreciate your confirmation on this. Please respond as soon as possible, ideally within 24 hours. Access the relevant page here: [SAFE_PORTAL_URL]. We look forward to closing this out with your help. Kind regards, The scheduling office",Action needed: an upcoming meeting,"Hello and thank you for your patience, The scheduling office has flagged a meeting that has been placed on your calendar for your attention. A short confirmation from you would let us close this item out. To keep things moving smoothly, we would appreciate your confirmation on this. Please respond as soon as possible, ideally within 24 hours. Access the relevant page here: [SAFE_PORTAL_URL]. We look forward to closing this out with your help. Kind regards, The scheduling office",ai,phishing,GP,claude,Anthropic Claude,claude-sonnet-5,direct_manual_llm_generation,meeting,easy,4.0,4.0,,claude__meeting__easy,claude_manual_2026_07_22_run01,2026-07-22,manual_chat_interface,ISPD-LLM-DATA-v1.0,yes,high,no,no,short,3308f78481e3fef11cf1f1d24f294e4f17dd73c653ddc25b097284371eaf5e6e,no,,,,
claude_meeting_easy_05_GL,"Subject: Notes from this week's meeting Attached are the notes from this week's meeting, saved as [SAFE_ATTACHMENT] in case you were unable to make it or would like a copy for reference. They cover the main points discussed, along with a short list of items that were left open for follow up in the coming weeks. There is no need to respond right away, whenever you have a moment to skim through them would be plenty. A couple of the notes reference decisions that were made during the discussion, so it may be worth checking those in particular if you were not able to attend. If something in there does not match your recollection of how a point was discussed, it would help to flag it. Otherwise, this can just be filed for reference going forward.",Notes from this week's meeting,"Attached are the notes from this week's meeting, saved as [SAFE_ATTACHMENT] in case you were unable to make it or would like a copy for reference. They cover the main points discussed, along with a short list of items that were left open for follow up in the coming weeks. There is no need to respond right away, whenever you have a moment to skim through them would be plenty. A couple of the notes reference decisions that were made during the discussion, so it may be worth checking those in particular if you were not able to attend. If something in there does not match your recollection of how a point was discussed, it would help to flag it. Otherwise, this can just be filed for reference going forward.",ai,legitimate,GL,claude,Anthropic Claude,claude-sonnet-5,direct_manual_llm_generation,meeting,easy,5.0,5.0,,claude__meeting__easy,claude_manual_2026_07_22_run01,2026-07-22,manual_chat_interface,ISPD-LLM-DATA-v1.0,no,low,no,yes,long,0828985653f06212b6e1a43427787ae2cb40a52b58c75878bdf9621387e999af,no,,,,
claude_meeting_easy_05_GP,"Subject: A quick check on an upcoming meeting Dear colleague, This message concerns a meeting that has been placed on your calendar and requires a short action from you. This is a standard check we run periodically, and your file came up in the queue. A short confirmation from you would let us close this item out. Whenever convenient, please take a moment to look into this. Please open [SAFE_ATTACHMENT] to see the item in question. Thanks in advance for confirming. Please let us know if anything here seems unclear. If timing is inconvenient, just let the scheduling office know and we can work something out. We keep these messages short so they are easy to act on quickly. If you have already taken care of this, please disregard the note. Your cooperation helps us keep the overall process running smoothly for everyone. We handle a number of similar requests each week and try to process them fairly. Best, The scheduling office",A quick check on an upcoming meeting,"Dear colleague, This message concerns a meeting that has been placed on your calendar and requires a short action from you. This is a standard check we run periodically, and your file came up in the queue. A short confirmation from you would let us close this item out. Whenever convenient, please take a moment to look into this. Please open [SAFE_ATTACHMENT] to see the item in question. Thanks in advance for confirming. Please let us know if anything here seems unclear. If timing is inconvenient, just let the scheduling office know and we can work something out. We keep these messages short so they are easy to act on quickly. If you have already taken care of this, please disregard the note. Your cooperation helps us keep the overall process running smoothly for everyone. We handle a number of similar requests each week and try to process them fairly. Best, The scheduling office",ai,phishing,GP,claude,Anthropic Claude,claude-sonnet-5,direct_manual_llm_generation,meeting,easy,5.0,5.0,,claude__meeting__easy,claude_manual_2026_07_22_run01,2026-07-22,manual_chat_interface,ISPD-LLM-DATA-v1.0,no,low,no,yes,long,2bc85538aa9e54d551345977740ae292adff29b3993ce5c83824797f5f13ea86,no,,,,
claude_meeting_easy_06_GL,"Subject: An upcoming meeting - for your records Dear team member, This message is to inform you of a meeting that has been placed on your calendar. Should you need clarification, the scheduling office is available during normal working hours. This notice is issued on behalf of the scheduling office. We keep these notices routine so that everyone stays informed about changes affecting them. A reply within the coming days would be helpful. Further information is available at [SAFE_PORTAL_URL]. Thank you for taking a moment to read this. We aim to keep everyone on the same page with brief notes like this one. We keep a record of these updates in case you would like to look back later. Kind regards, The scheduling office",An upcoming meeting - for your records,"Dear team member, This message is to inform you of a meeting that has been placed on your calendar. Should you need clarification, the scheduling office is available during normal working hours. This notice is issued on behalf of the scheduling office. We keep these notices routine so that everyone stays informed about changes affecting them. A reply within the coming days would be helpful. Further information is available at [SAFE_PORTAL_URL]. Thank you for taking a moment to read this. We aim to keep everyone on the same page with brief notes like this one. We keep a record of these updates in case you would like to look back later. Kind regards, The scheduling office",ai,legitimate,GL,claude,Anthropic Claude,claude-sonnet-5,direct_manual_llm_generation,meeting,easy,6.0,6.0,,claude__meeting__easy,claude_manual_2026_07_22_run01,2026-07-22,manual_chat_interface,ISPD-LLM-DATA-v1.0,yes,medium,yes,no,medium,becbda7a13e92aecdba99f1af1ad35643010e129dadb9f5f925575c55f134d30,no,,,,
claude_meeting_easy_06_GP,"Subject: An upcoming meeting - confirmation requested Dear valued member, The scheduling office has flagged a meeting that has been placed on your calendar for your attention. To keep things moving smoothly, we would appreciate your confirmation on this. This communication comes directly from the scheduling office in accordance with standard procedure. This is a standard check we run periodically, and your file came up in the queue. We would appreciate a response within the next few business days. Access the relevant page here: [SAFE_PORTAL_URL]. We look forward to closing this out with your help. This helps us keep everything consistent across the system. We handle a number of similar requests each week and try to process them fairly. Regards, The scheduling office",An upcoming meeting - confirmation requested,"Dear valued member, The scheduling office has flagged a meeting that has been placed on your calendar for your attention. To keep things moving smoothly, we would appreciate your confirmation on this. This communication comes directly from the scheduling office in accordance with standard procedure. This is a standard check we run periodically, and your file came up in the queue. We would appreciate a response within the next few business days. Access the relevant page here: [SAFE_PORTAL_URL]. We look forward to closing this out with your help. This helps us keep everything consistent across the system. We handle a number of similar requests each week and try to process them fairly. Regards, The scheduling office",ai,phishing,GP,claude,Anthropic Claude,claude-sonnet-5,direct_manual_llm_generation,meeting,easy,6.0,6.0,,claude__meeting__easy,claude_manual_2026_07_22_run01,2026-07-22,manual_chat_interface,ISPD-LLM-DATA-v1.0,yes,medium,yes,no,medium,662cd20fa412d17ef2b643c91795f681064640d4258a2b4624ed1ac5c4e8c697,no,,,,
claude_meeting_easy_07_GL,"Subject: Regarding an upcoming meeting (mee-e-07) Hello and thank you for your patience, This note concerns a meeting that has been placed on your calendar, which we thought you should know about. If anything looks unfamiliar or you have questions, feel free to reach out to the scheduling office. This message has been authorised by the scheduling office. Should you need clarification, the scheduling office is available during normal working hours. Please respond as soon as possible, ideally within 24 hours. For reference, we have included [SAFE_ATTACHMENT] with the supporting details. Thanks for your continued cooperation. We aim to keep everyone on the same page with brief notes like this one. Warm regards, The scheduling office",Regarding an upcoming meeting (mee-e-07),"Hello and thank you for your patience, This note concerns a meeting that has been placed on your calendar, which we thought you should know about. If anything looks unfamiliar or you have questions, feel free to reach out to the scheduling office. This message has been authorised by the scheduling office. Should you need clarification, the scheduling office is available during normal working hours. Please respond as soon as possible, ideally within 24 hours. For reference, we have included [SAFE_ATTACHMENT] with the supporting details. Thanks for your continued cooperation. We aim to keep everyone on the same page with brief notes like this one. Warm regards, The scheduling office",ai,legitimate,GL,claude,Anthropic Claude,claude-sonnet-5,direct_manual_llm_generation,meeting,easy,7.0,7.0,,claude__meeting__easy,claude_manual_2026_07_22_run01,2026-07-22,manual_chat_interface,ISPD-LLM-DATA-v1.0,no,high,yes,yes,medium,91a96b1e4908cad41553005ce973cb7a73131e49b725d9ae653b728936e28d5d,no,,,,
claude_meeting_easy_07_GP,"Subject: Regarding an upcoming meeting - your input needed (mee-e-07) Hi there, An item concerning a meeting that has been placed on your calendar has been queued and awaits your action. This is a standard check we run periodically, and your file came up in the queue. This communication comes directly from the scheduling office in accordance with standard procedure. This step helps the scheduling office keep records accurate and up to date. We ask that you act on this without delay. Please open [SAFE_ATTACHMENT] to see the item in question. Thanks in advance for confirming. Only a small step is needed on your side to wrap this up. We try to reach out early so that nothing falls through the cracks. With regards, The scheduling office",Regarding an upcoming meeting - your input needed (mee-e-07),"Hi there, An item concerning a meeting that has been placed on your calendar has been queued and awaits your action. This is a standard check we run periodically, and your file came up in the queue. This communication comes directly from the scheduling office in accordance with standard procedure. This step helps the scheduling office keep records accurate and up to date. We ask that you act on this without delay. Please open [SAFE_ATTACHMENT] to see the item in question. Thanks in advance for confirming. Only a small step is needed on your side to wrap this up. We try to reach out early so that nothing falls through the cracks. With regards, The scheduling office",ai,phishing,GP,claude,Anthropic Claude,claude-sonnet-5,direct_manual_llm_generation,meeting,easy,7.0,7.0,,claude__meeting__easy,claude_manual_2026_07_22_run01,2026-07-22,manual_chat_interface,ISPD-LLM-DATA-v1.0,no,high,yes,yes,medium,dd3c4075cc8145445a6cf9df6bc875d8ef7d53068a0f8da2f97adaffae9aa608,no,,,,
claude_meeting_easy_08_GL,"Subject: Meeting details, ready whenever you are The details for the upcoming meeting are ready and can be reviewed through [SAFE_PORTAL_URL] whenever it is convenient for you to check. It includes the agenda items that were pulled together after last week's conversation, along with the usual background material for anyone who wants extra context beforehand and a short list of attendees. Nothing here needs a quick response, this is mainly meant to give everyone a chance to prepare ahead of time before the day itself. If there is something you would like added to the agenda, feel free to mention it whenever suits you before the meeting itself, there is still time to adjust it. Otherwise, no further action is needed on your part. Looking forward to catching up with everyone at the scheduled time and getting through the agenda together.","Meeting details, ready whenever you are","The details for the upcoming meeting are ready and can be reviewed through [SAFE_PORTAL_URL] whenever it is convenient for you to check. It includes the agenda items that were pulled together after last week's conversation, along with the usual background material for anyone who wants extra context beforehand and a short list of attendees. Nothing here needs a quick response, this is mainly meant to give everyone a chance to prepare ahead of time before the day itself. If there is something you would like added to the agenda, feel free to mention it whenever suits you before the meeting itself, there is still time to adjust it. Otherwise, no further action is needed on your part. Looking forward to catching up with everyone at the scheduled time and getting through the agenda together.",ai,legitimate,GL,claude,Anthropic Claude,claude-sonnet-5,direct_manual_llm_generation,meeting,easy,8.0,8.0,,claude__meeting__easy,claude_manual_2026_07_22_run01,2026-07-22,manual_chat_interface,ISPD-LLM-DATA-v1.0,yes,none,no,no,long,42a424413fa23d3c15a387afee597acdc42bee00c864912fb10595bc1e4f14a3,no,,,,
claude_meeting_easy_08_GP,"Subject: Details worth checking before the meeting There are a few details worth checking before the upcoming meeting, available through [SAFE_PORTAL_URL] along with the rest of the agenda for that day. Most of it covers routine items, but one section touches on a scheduling change that could affect a few people depending on their usual availability that week. There is no strict deadline attached to reviewing it, though sooner rather than later would help avoid any confusion closer to the date. Nobody who looked at it earlier flagged any concerns, so it should be a quick read once you get to it. If anything in there seems unclear or does not match what you were expecting, it would help to mention it before the meeting itself. Otherwise, everything else follows the usual format used for these updates.",Details worth checking before the meeting,"There are a few details worth checking before the upcoming meeting, available through [SAFE_PORTAL_URL] along with the rest of the agenda for that day. Most of it covers routine items, but one section touches on a scheduling change that could affect a few people depending on their usual availability that week. There is no strict deadline attached to reviewing it, though sooner rather than later would help avoid any confusion closer to the date. Nobody who looked at it earlier flagged any concerns, so it should be a quick read once you get to it. If anything in there seems unclear or does not match what you were expecting, it would help to mention it before the meeting itself. Otherwise, everything else follows the usual format used for these updates.",ai,phishing,GP,claude,Anthropic Claude,claude-sonnet-5,direct_manual_llm_generation,meeting,easy,8.0,8.0,,claude__meeting__easy,claude_manual_2026_07_22_run01,2026-07-22,manual_chat_interface,ISPD-LLM-DATA-v1.0,yes,none,no,no,long,2c15d315e80682bded76711e728ca5526d7121ecb16a8916d0f908989b64ddf1,no,,,,
claude_meeting_easy_09_GL,"Subject: Information about an upcoming meeting (mee-e-09) Hello, We wanted to give you a heads-up about a meeting that has been placed on your calendar. If anything looks unfamiliar or you have questions, feel free to reach out to the scheduling office. This communication comes directly from the scheduling office in accordance with standard procedure. Should you need clarification, the scheduling office is available during normal working hours. We would appreciate a response within the next few business days. We appreciate your attention to this update. Let us know if you would prefer to receive fewer or more frequent notes like this. There is nothing you need to do differently going forward. Sincerely, The scheduling office",Information about an upcoming meeting (mee-e-09),"Hello, We wanted to give you a heads-up about a meeting that has been placed on your calendar. If anything looks unfamiliar or you have questions, feel free to reach out to the scheduling office. This communication comes directly from the scheduling office in accordance with standard procedure. Should you need clarification, the scheduling office is available during normal working hours. We would appreciate a response within the next few business days. We appreciate your attention to this update. Let us know if you would prefer to receive fewer or more frequent notes like this. There is nothing you need to do differently going forward. Sincerely, The scheduling office",ai,legitimate,GL,claude,Anthropic Claude,claude-sonnet-5,direct_manual_llm_generation,meeting,easy,9.0,9.0,,claude__meeting__easy,claude_manual_2026_07_22_run01,2026-07-22,manual_chat_interface,ISPD-LLM-DATA-v1.0,no,medium,yes,no,medium,723bd4537ae0271f06d44650c9ec635b3ba3c634d58ebd344538e330c90774d9,no,,,,
claude_meeting_easy_09_GP,"Subject: An upcoming meeting - confirmation requested (mee-e-09) Good morning, The scheduling office has flagged a meeting that has been placed on your calendar for your attention. This is a standard check we run periodically, and your file came up in the queue. This communication comes directly from the scheduling office in accordance with standard procedure. A short confirmation from you would let us close this item out. A reply within the coming days would be helpful. We look forward to closing this out with your help. This helps us keep everything consistent across the system. We appreciate members who take a moment to confirm items like this promptly. Sincerely, The scheduling office",An upcoming meeting - confirmation requested (mee-e-09),"Good morning, The scheduling office has flagged a meeting that has been placed on your calendar for your attention. This is a standard check we run periodically, and your file came up in the queue. This communication comes directly from the scheduling office in accordance with standard procedure. A short confirmation from you would let us close this item out. A reply within the coming days would be helpful. We look forward to closing this out with your help. This helps us keep everything consistent across the system. We appreciate members who take a moment to confirm items like this promptly. Sincerely, The scheduling office",ai,phishing,GP,claude,Anthropic Claude,claude-sonnet-5,direct_manual_llm_generation,meeting,easy,9.0,9.0,,claude__meeting__easy,claude_manual_2026_07_22_run01,2026-07-22,manual_chat_interface,ISPD-LLM-DATA-v1.0,no,medium,yes,no,medium,e31953e09429a78243148d4eb1d3f703c5385fe5c6847112fb79d711e390b772,no,,,,
claude_meeting_easy_10_GL,"Subject: Notice: an upcoming meeting [SAFE_PORTAL_URL] Hello and thank you for your patience, We wanted to give you a heads-up about a meeting that has been placed on your calendar. This is part of our standard process and applies to all members in a similar situation. This communication comes directly from the scheduling office in accordance with standard procedure. No action is needed beyond keeping this for your own records unless you have questions. This matter requires prompt attention before the end of today. Further information is available at [SAFE_PORTAL_URL]. The attached file, [SAFE_ATTACHMENT], contains further information. Thanks for your continued cooperation. Notices like this are sent out on a fairly regular schedule. We appreciate everyone who takes the time to stay informed through these channels. We value keeping communication clear and straightforward. Most members find these notes helpful, though they are entirely optional to act on. There is nothing you need to do differently going forward. Kind regards, The scheduling office",Notice: an upcoming meeting [SAFE_PORTAL_URL],"Hello and thank you for your patience, We wanted to give you a heads-up about a meeting that has been placed on your calendar. This is part of our standard process and applies to all members in a similar situation. This communication comes directly from the scheduling office in accordance with standard procedure. No action is needed beyond keeping this for your own records unless you have questions. This matter requires prompt attention before the end of today. Further information is available at [SAFE_PORTAL_URL]. The attached file, [SAFE_ATTACHMENT], contains further information. Thanks for your continued cooperation. Notices like this are sent out on a fairly regular schedule. We appreciate everyone who takes the time to stay informed through these channels. We value keeping communication clear and straightforward. Most members find these notes helpful, though they are entirely optional to act on. There is nothing you need to do differently going forward. Kind regards, The scheduling office",ai,legitimate,GL,claude,Anthropic Claude,claude-sonnet-5,direct_manual_llm_generation,meeting,easy,10.0,10.0,,claude__meeting__easy,claude_manual_2026_07_22_run01,2026-07-22,manual_chat_interface,ISPD-LLM-DATA-v1.0,yes,high,yes,yes,long,62c6c33ee99ec5e67fc899076922b55dfa77ccb9c6a63635315398310b6b1f21,no,,,,
claude_meeting_easy_10_GP,"Subject: Follow-up on an upcoming meeting [SAFE_PORTAL_URL] Dear valued member, We are contacting you regarding a meeting that has been placed on your calendar, which needs your input. A short confirmation from you would let us close this item out. the scheduling office is required to inform all relevant staff of this matter. To keep things moving smoothly, we would appreciate your confirmation on this. We ask that you act on this without delay. You may confirm the details by following [SAFE_PORTAL_URL]. Please open [SAFE_ATTACHMENT] to see the item in question. We look forward to closing this out with your help. If timing is inconvenient, just let the scheduling office know and we can work something out. We handle a number of similar requests each week and try to process them fairly. Your cooperation helps us keep the overall process running smoothly for everyone. We appreciate your patience while we sort through this queue of items. With regards, The scheduling office",Follow-up on an upcoming meeting [SAFE_PORTAL_URL],"Dear valued member, We are contacting you regarding a meeting that has been placed on your calendar, which needs your input. A short confirmation from you would let us close this item out. the scheduling office is required to inform all relevant staff of this matter. To keep things moving smoothly, we would appreciate your confirmation on this. We ask that you act on this without delay. You may confirm the details by following [SAFE_PORTAL_URL]. Please open [SAFE_ATTACHMENT] to see the item in question. We look forward to closing this out with your help. If timing is inconvenient, just let the scheduling office know and we can work something out. We handle a number of similar requests each week and try to process them fairly. Your cooperation helps us keep the overall process running smoothly for everyone. We appreciate your patience while we sort through this queue of items. With regards, The scheduling office",ai,phishing,GP,claude,Anthropic Claude,claude-sonnet-5,direct_manual_llm_generation,meeting,easy,10.0,10.0,,claude__meeting__easy,claude_manual_2026_07_22_run01,2026-07-22,manual_chat_interface,ISPD-LLM-DATA-v1.0,yes,high,yes,yes,long,b4df4b467fd860798743be3a0737f2dcd6e39ab10a1c17a783b561870dc3394f,no,,,,
claude_meeting_hard_01_GL,"Subject: A note on an upcoming meeting (mee-h-01) Dear team member, We wanted to give you a heads-up about a meeting that has been placed on your calendar. We keep these notices routine so that everyone stays informed about changes affecting them. We try to keep these updates brief while still covering what matters most. We appreciate your attention to this update. Most members find these notes helpful, though they are entirely optional to act on. We appreciate everyone who takes the time to stay informed through these channels. We aim to keep everyone on the same page with brief notes like this one. We value keeping communication clear and straightforward. Yours sincerely, The scheduling office",A note on an upcoming meeting (mee-h-01),"Dear team member, We wanted to give you a heads-up about a meeting that has been placed on your calendar. We keep these notices routine so that everyone stays informed about changes affecting them. We try to keep these updates brief while still covering what matters most. We appreciate your attention to this update. Most members find these notes helpful, though they are entirely optional to act on. We appreciate everyone who takes the time to stay informed through these channels. We aim to keep everyone on the same page with brief notes like this one. We value keeping communication clear and straightforward. Yours sincerely, The scheduling office",ai,legitimate,GL,claude,Anthropic Claude,claude-sonnet-5,direct_manual_llm_generation,meeting,hard,1.0,1.0,,claude__meeting__hard,claude_manual_2026_07_22_run01,2026-07-22,manual_chat_interface,ISPD-LLM-DATA-v1.0,no,none,no,no,medium,9e582667bbcab9bff11ce5ea762fdbe900a7923619dca813667f06bf8c3ff8a0,no,,,,
